locId,latitude,longitude
504,52.4667,21.6833
13359,50.0275,19.977899999999998
8759,50.3344,19.646349999999998
12975,54.3037,16.3865
5002,53.90175,17.066499999999998
8187,53.8525,22.0021
6930,50.8536,21.451
8267,51.75,19.5667
10605,50.41875,17.5346
4071,52.428200000000004,20.795250000000003
764,49.801,20.967
1131,50.94366250000001,17.8314375
2897,51.3495,16.7119
11475,50.72891666666666,21.251033333333336
10230,52.37756666666667,22.060100000000002
10955,51.9831,20.66185
7436,52.2731,20.3283
4595,54.01115,19.911825
1751,54.6122,18.3545
10901,50.599066666666666,17.371199999999998
12213,50.02708947368421,20.752647368421048
837,52.0797,20.165300000000002
14113,52.10786153846153,18.615099999999998
12740,51.3333,20.2833
10691,49.9145,21.4133
9186,51.9167,21.2167
8942,50.517725,20.515
5649,52.038,17.3206
10842,50.72643333333334,17.7617
4594,51.8732,19.7166
5324,52.0775,21.5619
11528,54.2167,17.9667
