locId,latitude,longitude
6864,52.98703333333333,18.546400000000002
7106,54.4627,17.2106
5473,52.1667,20.15
5761,52.34957999999999,17.610999999999997
6417,50.082699999999996,21.045033333333333
10312,51.4947,19.4898
2923,54.35202954545393,18.66485469696957
12650,52.2989,17.753
11114,52.19358,18.96426
6663,50.06503333333333,21.52836666666667
14188,50.726,16.9089
11325,52.87693333333334,22.38406666666667
11873,51.6566,21.4835
10785,51.1463,22.1085
5253,49.71598,21.46998
14082,50.7333,20.5833
10024,53.9873,19.5248
4534,51.54034,22.179160000000003
2330,50.73154000000001,18.4484
783,50.8404,21.4172
4285,51.97635,20.76105
13438,52.2464,22.23235
6636,51.6792,15.1676
5910,53.9667,22.85
7203,52.3831,17.768900000000002
9479,51.2167,20.3833
11479,51.60665,18.904049999999998
3165,50.8629,18.8621
1740,51.5167,20.1
11201,52.39263333333334,22.25095
3614,53.3722,14.9711
3174,53.74275,19.3764
9238,53.327,19.4807
8528,51.6499,17.8128
4735,50.273,18.5302
10324,51.15076666666667,17.894233333333332
5524,50.8301,19.384
8541,50.55553333333334,18.149333333333335
12510,51.2812,17.8343
4700,51.90644285714286,17.725685714285714
7750,51.5403,21.9369
1103,52.7731,22.3163
9554,51.8777,19.0485
7655,50.134249999999994,21.42815
11270,53.476,21.4362
12605,52.87516666666667,20.1566
14173,54.05,16.05
3493,50.8073,21.6331
2100,52.0833,19.85
4214,54.1733,19.2455
13636,53.0868,15.7811
4026,50.81976666666667,21.879900000000003
7719,53.646,18.7508
12008,51.19559999999999,17.1857
5386,51.1572,15.5102
425,51.63275624999999,19.440206249999996
12162,50.370225,18.525775000000003
8926,52.2348,20.676
5995,50.3833,20.35
82,51.993675,19.7593
13345,52.402775000000005,20.987650000000002
9269,52.3667,20.4667
3189,49.747,18.75365
9650,49.6431,19.2544
14039,52.8274,19.8737
11044,49.687174999999996,20.342875
12871,52.323299999999996,17.6689
12474,51.8903,22.2217
1046,51.5583,21.525
8956,50.49276,20.00498
9646,49.939,21.9838
11197,51.339371428571425,20.718571428571426
6293,51.8766,16.245
11419,52.35,15.45
11027,49.9923,20.1742
6832,51.0939,20.9117
9106,52.53135,17.29725
10358,52.9594,15.1205
4240,53.28445,22.302799999999998
2775,51.7283,19.291
9,50.98575,21.38993333333333
1171,54.0167,17.2333
11174,52.68665,20.469250000000002
7504,52.918,19.339100000000002
1534,51.3886,15.9592
12071,51.1167,20.15
6027,52.6167,19.2
290,53.8193,19.8715
91,51.206,19.2554
3686,52.6154,21.0888
14392,52.42658333333333,17.27088333333333
6052,49.8299,20.42725
3525,50.164649999999995,22.464399999999998
5719,51.186,18.7665
8994,49.45,20.75
8000,49.9521,19.608
1262,50.4601,22.6452
10218,51.301649999999995,19.6394
9160,52.0489,15.7131
12258,51.5718,19.2033
7510,51.58193333333333,21.7856
6032,51.542566666666666,18.507
14335,52.0333,18.15
11628,51.374,21.6273
14331,50.98195,17.046100000000003
10286,53.0333,23.1667
2541,50.18723333333333,21.22243333333333
7797,50.789733333333324,18.970066666666664
6831,52.7667,19.8333
3300,50.6833,19.4833
5943,51.7349,23.5287
11728,52.4974,22.2674
6964,49.7906,19.6352
8262,50.95,16.9167
6070,49.7847,22.8627
8930,50.688525,16.741025
8111,52.3911,18.4437
4809,53.7676,20.6121
5443,50.45,22.9667
5229,50.53095,20.48955
5246,50.3833,22.7833
13078,50.3752,19.8155
12158,49.4895,19.0498
782,52.6861,14.7596
9403,54.4837,17.4616
7179,52.44303333333334,15.582233333333333
5965,50.067766666666664,19.498466666666662
411,52.0728,21.6095
10433,50.8766,19.389
2023,52.006,15.41945
12946,50.498866666666665,19.24692222222222
12132,49.7892,20.2991
9697,52.3824,22.199699999999996
6424,52.119,18.2525
11582,54.271550000000005,18.585050000000003
13186,52.757,19.023033333333334
7953,53.3167,18.3
11412,53.9667,15.45
10026,51.53428333333334,20.712999999999997
5889,52.8453,21.5093
247,50.5109,22.1241
8115,49.549200000000006,20.01856666666667
7566,52.2437,20.9902
2692,53.71045,20.95525
3253,51.41,18.4007
9545,50.487433333333335,22.2285
10618,52.734566666666666,18.578233333333333
13594,52.66515,16.30405
9110,51.8009,20.03
7807,51.1795,20.6254
8714,51.7167,17.1
6721,52.0833,22.6833
2758,51.221500000000006,22.6422
5734,51.2665,22.8123
5224,50.0667,18.8333
10514,51.480225000000004,20.434375
5282,50.1567,21.4547
9362,52.7,21.6833
11149,51.9509,21.3992
8905,52.7971,22.7689
9896,52.2262,16.98105
8717,50.8833,16.0333
5451,52.610299999999995,17.72355
9143,53.3622,14.5995
5885,54.2559,22.0744
11860,51.42523333333333,18.9796
11781,50.8832,20.0852
1460,52.848175000000005,17.190275
4778,53.2732,18.4448
7137,51.8259,20.0969
10780,51.9934,21.126199999999997
13256,50.2705,19.96343333333333
7941,49.4447,20.14625
12161,50.3714,18.5288
6705,51.5167,22.2333
8210,51.1483,16.5587
13126,50.1833,18.6
9877,50.69615,17.51585
8412,52.0253,21.0896
1439,52.41923333333333,16.5681
9122,49.57776666666666,20.592333333333332
1353,51.47293333333334,18.532066666666665
9443,50.1667,19.8667
5538,50.6318,17.4869
12344,52.5183,20.7198
3580,53.484366666666666,20.0944
3498,50.365,21.4931
7285,52.8154,16.5036
7819,51.42352857142856,17.183100000000003
10979,53.2667,17.1473
112,51.70375,19.08845
3747,49.989200000000004,22.222400000000004
10134,49.5963,21.2342
4821,49.864675000000005,19.506025
10058,51.75,19.4167
2364,51.92616666666667,20.968966666666663
12859,52.2174,20.58325
9778,52.167699999999996,17.69305
12197,52.9506,18.098
13847,50.663650000000004,19.2557
9164,50.55738333333334,19.946949999999998
5835,50.421125,22.741
5476,53.34713333333334,22.101966666666666
13567,54.0276,21.686
8130,50.6063,21.9851
3439,52.77395714285715,18.416928571428574
9177,49.6355,20.0744
14191,51.4852,19.2391
12163,51.8434,17.7595
6273,50.4066,16.2931
9912,53.408024999999995,22.4066
13494,52.2943,22.6643
6115,51.230850000000004,15.03185
3746,49.476600000000005,21.16315
12267,52.345859999999995,19.63032
7686,54.0334,18.78185
12382,53.0394,21.9573
13749,49.35,19.95
4685,51.4833,22.7667
8405,52.38741428571428,18.39194285714286
5802,51.6284,20.9822
12402,52.8837,15.0103
12549,50.002100000000006,18.2343
5642,53.5048,19.3955
889,53.8,19.3667
6012,50.795175,19.48635
2312,53.2313,16.5385
12712,54.1682,15.9697
4164,49.94105454545454,18.593172727272734
2260,51.1542,16.8564
2735,53.7,22.0167
6197,50.36251,21.09385
3450,50.69565,17.55935
47,53.85,19.4167
5615,53.1445,23.4708
3326,51.589150000000004,15.588650000000001
1093,52.29896666666667,19.180533333333333
11323,51.6992,20.1442
3119,52.8,22.4167
462,50.8001,16.9026
6653,51.792649999999995,14.971150000000002
8007,52.13816666666667,15.769233333333332
10319,49.8115,22.5164
5468,52.9667,23.3167
4113,50.42690000000001,18.3539
7526,51.143950000000004,20.7107
10759,54.3833,16.9667
10985,51.2607,22.5024
12261,50.9654,21.6045
1127,49.8731,20.0341
6326,53.2635,19.81895
14218,52.9666,20.0482
9475,53.3111,16.24
3488,50.198933333333336,20.546466666666664
8962,51.406933333333335,19.691099999999995
1162,51.51669999999999,22.75
