locId,latitude,longitude
10433,50.8766,19.389
683,50.2413,20.2361
9368,53.1667,23.0667
8081,54.1191,18.04185
10973,53.01784,15.97036
9144,52.2167,21.2
5192,51.428475,20.103749999999998
11963,50.85738,22.326159999999998
12966,51.785725,17.683275
13883,52.6167,20.6667
3942,52.9356,22.6526
1129,52.7,19.9333
10759,54.3833,16.9667
12615,50.4024,19.2475
2626,53.4333,17.75
12748,49.7833,19.3333
855,51.5167,21.9667
8163,50.612899999999996,17.812966666666668
6877,52.039075,23.514075
8677,51.4825,15.9495
3751,51.4,23.399999999999995
6331,50.4805,18.1252
7258,52.1792,17.5508
10931,53.2043,16.5845
11596,51.5351,15.9118
265,51.207166666666666,19.5092
12140,52.741842857142856,19.352085714285717
14295,52.5683,16.9621
14344,49.5461,19.666725
3341,49.877849999999995,20.583750000000002
14326,53.6734,16.8092
7736,53.21475,19.9255
1573,53.0071,21.2554
8391,50.9043,23.2192
5061,54.173649999999995,15.5480625
11460,50.8023,17.1984
5317,51.7667,21.9
12776,52.455533333333335,19.22223333333333
11276,53.95035,21.191049999999997
10772,51.56681666666666,16.595783333333333
1831,50.9376,20.5346
10351,49.4694,19.0351
11960,50.496,23.3487
4172,53.470666666666666,22.9387
8223,52.25,15.6333
4444,50.3806,20.1555
381,53.1333,23.15
13882,50.76135000000001,22.10935
3279,52.483,15.4019
4610,51.6758,17.8561
4491,54.392,17.8884
13988,50.15902000000001,21.23298
5848,52.8639,18.771700000000003
13801,49.546,20.4032
11682,50.1351,18.1662
8468,50.6148,21.0028
12572,49.511675,20.40095
4767,51.629,20.0458
5604,54.5155,16.655
12217,50.05545,20.630216666666666
10885,53.95,19.55
10747,49.96796666666666,22.505733333333335
7464,52.91795,17.3461
11494,50.6896,18.669
6389,49.54862500000001,19.9334
9332,51.3889,18.3891
2534,52.1912,21.3555
311,51.8649,20.55043333333333
947,52.25286666666667,20.727766666666668
13483,50.9249,21.4536
6813,54.45,17.2167
3483,52.18443333333334,22.13603333333333
887,51.8285,18.1253
2650,53.622299999999996,18.1749
2867,53.85,20.1333
5829,50.7594,16.9025
9138,52.6779,20.282049999999998
1185,52.3129625,18.254125
13888,52.21985,21.272999999999996
14342,50.6167,23.5667
9403,54.4837,17.4616
893,54.0658,18.5904
5928,51.8344,20.2865
1729,53.177,23.29445
304,53.8225,22.2687
8895,52.5052,17.4814
3529,52.4,16.5333
2442,53.539175,18.840725
621,50.5358,22.7276
4781,51.1167,18.4333
1664,51.404,19.0451
4975,50.7943,18.1051
13311,51.76843333333333,22.316033333333333
905,51.15487777777778,19.401755555555553
5052,50.685,18.4453
10386,53.71186666666666,20.514766666666667
14366,50.98195,17.046100000000003
4585,52.681650000000005,15.278950000000002
8497,52.7891,21.870420000000003
40,52.785725,21.62945
7355,49.9914,18.8086
11000,54.4,16.7167
10623,52.3468,17.66455
9290,50.64406666666667,17.78976666666667
8578,53.1259,22.495666666666665
8936,53.6168,16.4645
3661,51.5708,19.7735
5332,53.1683,17.585425
2846,51.8776,19.1495
5348,50.984633333333335,16.267233333333333
8935,50.2076,20.8583
9892,49.946299999999994,22.830750000000002
2852,53.6333,19.4167
5939,51.8871,18.2228
7168,51.970883333333326,18.7535
5908,51.4177,20.157933333333332
3368,51.2808,20.4362
23,50.8384,22.0822
4287,53.1364,22.731
7778,51.869150000000005,15.66765
2185,53.8711,14.5377
8247,50.729474999999994,20.1068
5494,51.453649999999996,17.5412
8716,54.063959999999994,19.662460000000003
8108,52.66745,22.31915
4731,49.57664,20.369999999999997
5237,52.2145,20.7445
80,50.4,20.1065
3447,53.12455,21.3407
3971,49.5828,20.5144
1283,52.0246,18.496477777777777
5268,53.312979999999996,17.9473
4846,51.80065,15.28315
11843,52.13225,18.1485
289,53.7095,20.4936
2545,49.9667,22.9
2299,52.968500000000006,15.751560000000001
1612,51.2308,21.7949
4893,50.236999999999995,18.87695
3063,51.4784,19.36515
994,51.513,18.9257
12213,50.02708947368421,20.752647368421048
12480,53.36696666666666,19.947833333333335
12058,54.3162,17.9422
5437,53.2422,22.2258
6547,51.4648,22.574725
11484,52.205466666666666,21.8537
9169,51.1667,22.5167
4230,51.4667,21.3667
14171,52.4598,22.0649
8588,51.8317,20.9034
8803,52.0552,19.5165
6818,50.37983333333333,21.749066666666664
4014,52.753150000000005,22.24875
8775,50.2833,19.2333
5020,50.0132,20.0892
1430,51.745925,20.738300000000002
4216,50.798500000000004,16.695425
5851,51.0031,21.1242
10039,51.9626,20.84505
12286,49.9558,19.5668
13375,52.4974,20.9915
3779,52.45,20.5667
5678,51.218966666666674,20.247711111111116
12678,50.2126,20.6702
11440,51.5655,21.0299
12264,50.9004,23.7539
3281,51.3931,19.0294
11849,52.529399999999995,19.91135
13286,50.70196666666667,18.455133333333333
13912,51.086,18.6865
9618,50.86022857142858,20.84665714285714
11882,54.0255,21.2174
13662,53.0833,22.2167
14104,53.32923333333334,19.142366666666664
615,51.8828,20.8217
14287,52.90225,18.1385
2089,50.1333,19.25
3801,54.0667,19.4167
3309,51.696333333333335,17.5145
1733,52.2824,16.2064
8731,49.634214285714286,20.787871428571428
3541,49.4471,20.091
506,52.54376,16.945439999999998
4110,52.4271,22.0981
2584,51.1543,18.976
10552,52.88405,15.842749999999999
14081,52.122233333333334,17.039199999999997
13287,52.044000000000004,21.959433333333333
12925,53.4304,18.5201
5853,50.45,16.25
7441,51.214275,18.357725000000002
5534,50.9129,21.4778
13034,50.7785,19.5168
3015,49.6849,21.1862
312,52.4938,19.25
8202,51.849066666666666,20.828500000000002
5295,50.927980000000005,19.13141
6186,52.1,15.3167
8319,53.75614824561378,20.474399999999953
13465,51.50133333333334,19.832833333333333
6334,51.2468,17.5439
7557,52.1489,22.745
6402,50.4558,22.8363
5105,50.8667,22.15
9518,52.1722,22.3938
12684,52.6614,16.7508
5154,50.97587142857144,20.271785714285716
5668,52.99365,20.03275
2924,49.91063333333333,20.199333333333332
1700,50.70195,21.727800000000002
3918,52.6098,17.320533333333334
5794,52.9333,21.0833
3166,49.7738,22.01464
2235,53.26003333333333,19.096799999999998
5935,51.5333,18.6833
6208,51.8143,18.75405
12413,52.0207,15.735566666666665
12039,52.33482,20.855719999999998
622,50.54148,22.716559999999998
7953,53.3167,18.3
221,51.11130000000001,21.639860000000002
2807,50.460750000000004,19.50095
11167,50.8846,21.6875
10982,50.3167,20.0833
2532,54.055933333333336,22.924633333333333
12956,50.9729,19.3784
7967,51.80234,15.716279999999998
9856,51.0588,14.9716
2934,53.3833,23.4333
6342,50.9108,17.3933
10298,52.0131,20.936700000000002
7650,50.052666666666674,21.470899999999997
869,49.94993333333334,22.1079
11366,50.5516,17.0511
8819,51.137,22.8484
12934,52.7529,19.137
12390,53.22783333333333,17.92083333333333
12805,51.784,21.195633333333333
10459,50.7408,20.068
8267,51.75,19.5667
1710,54.44685,18.4258
5186,49.39705,19.82685
13019,51.06645,21.37865
11795,53.21175,23.3431
7055,49.8714,21.909
7742,49.67996666666667,22.114366666666665
332,50.11323333333333,20.022766666666666
11672,52.266400000000004,16.547150000000002
34,50.752633333333335,18.982033333333334
8605,50.395125,21.475
5841,51.8108,17.9812
7035,50.9027,20.72335
5574,49.5136,21.5096
11753,51.86125,21.65025
12961,49.98225,17.86705
1301,51.4333,19.4167
7094,54.1081,19.5421
2376,53.203225,23.014674999999997
9113,51.757549999999995,15.606449999999999
5616,53.8265,20.8341
1148,50.8936,17.201
3991,53.2974,19.5033
6115,51.230850000000004,15.03185
4467,53.932,22.1296
9914,51.05175,15.1136
2248,52.17913333333333,19.683933333333332
13314,51.52747999999999,17.81254
9896,52.2262,16.98105
7374,52.8207,19.8187
3153,50.4333,16.3167
12875,50.7536,20.1694
543,53.80075,16.68005
12656,54.2646,16.0734
14201,51.34395,21.18115
4698,54.34455,18.512349999999998
4939,50.2177,18.666922222222222
10123,54.1,17.1333
8833,53.080799999999996,19.83755
1394,54.17316666666667,17.491733333333332
4482,52.6434,14.7813
6014,49.98423333333333,19.5795
6117,52.6356,18.6561
11380,53.693,20.0896
6394,52.378025,17.878925000000002
12375,50.1057,20.2105
12858,50.46526,18.8447
12337,50.49402499999999,19.429375
10065,54.0096,15.7246
10281,51.5167,22.3167
10189,49.9339,22.5034
3363,50.32255000000001,18.417650000000002
9154,50.04685,21.72065
1208,51.4596,20.3644
7752,49.85815,21.901725
9701,52.52955,16.5691
1581,50.8004,23.1713
6755,50.6277,19.4507
12580,50.432860000000005,20.029279999999996
7554,49.6635,20.09865
6304,49.9667,19.95
14075,51.03465,18.902299999999997
5936,52.5377,18.230833333333337
10920,50.6833,21.9167
10595,51.112449999999995,16.9072
10233,53.6501,21.5647
10471,49.951425,20.936275
3148,50.9167,16.6167
731,51.392599999999995,16.760033333333332
9932,51.4211,21.2246
13980,51.4667,19.85
740,50.9071,21.4372
3774,51.04774999999999,21.16565
4035,53.2848,19.84415
7901,50.92023333333333,19.31256666666667
12864,54.013,17.935
3012,50.78796666666667,19.224800000000002
1952,52.4667,18.3167
3651,52.4601,18.68275
14007,54.2,18.4833
2219,51.803,18.0325
4106,50.6564,19.3556
8622,51.5056,18.1382
9057,49.7667,21.9167
1571,51.179,23.0767
10230,52.37756666666667,22.060100000000002
8171,49.51156666666666,20.245066666666663
11016,52.897375,17.934675000000002
10043,54.1101,23.1387
7222,50.555,20.4078
12706,49.918575,20.60485
10102,53.15,22.9333
1416,53.0683,18.4812
4044,50.70669999999999,22.412500000000005
3515,52.9146,19.1837
12374,54.1033,18.9582
13871,50.8558,20.3419
9771,49.9675,21.7594
7497,50.3333,19.85
9740,52.71166000000001,21.093200000000003
10769,50.45105,18.3443
5073,52.45,16.8833
10487,52.50920000000001,22.30305
11021,50.0276,22.0513
2229,52.454499999999996,17.4889
10998,54.7856,18.1948
7367,51.3458,21.029600000000002
6148,53.4192,23.3423
7937,51.73156666666667,18.03986666666667
10901,50.599066666666666,17.371199999999998
1933,49.7458,21.8037
14015,51.1707,20.61135
1744,52.88003333333333,20.618100000000002
1287,50.89,20.576749999999997
13603,52.0326,18.6529
5345,52.060566666666666,20.7426
10196,53.3621,23.3635
6421,53.0277,14.444
3615,50.1887,18.1133
11804,50.4158,23.219025000000002
1077,52.6333,19.7
2736,49.6286,22.1602
698,50.181250000000006,20.4438
10617,51.714150000000004,18.43495
10437,49.367700000000006,22.10846666666667
12741,51.5989,18.5471
10073,54.047,19.7298
7897,51.1516,21.9223
11871,51.01585,15.8981
7910,49.61715,20.630899999999997
2464,53.298075,20.035375
7539,54.652,18.41805
352,52.174459999999996,19.5634
11608,49.7833,20.9833
12288,52.033199999999994,22.70145
13499,52.63066666666666,21.361433333333334
6118,50.031499999999994,21.38335
11867,50.011849999999995,18.5838
6718,52.5673,16.69785
5971,52.052600000000005,17.778200000000002
13047,49.769,20.1164
7370,52.303,20.199325
8962,51.406933333333335,19.691099999999995
237,50.1333,20.1167
11625,51.25835,19.7583
13698,50.86723333333333,17.1599
6212,50.6835,19.6231
9897,52.21215,17.02845
8032,52.20845,16.829900000000002
11112,51.1578,17.4298
4376,51.9167,15.05
10503,51.9112,17.02375
6343,51.032849999999996,18.832050000000002
6412,52.76935,19.0714
13007,50.534400000000005,19.770942857142863
3564,51.4169,21.2767
1676,52.5167,21.7333
8144,50.6945,21.6505
13127,50.345600000000005,21.93685
8232,49.946775,20.612425
9624,50.049899999999994,21.9411
13500,50.085033333333335,22.61306666666667
11172,52.95,23.4
6311,49.68575,21.24555
1925,52.88683999999999,16.52366
10942,51.1241,22.6269
2906,50.55813333333333,18.351266666666668
12523,49.98215714285715,19.336071428571426
14391,50.96596666666667,19.790499999999998
7774,54.2,18.3167
3654,50.4848,19.6233
2491,51.463924999999996,19.3958
5075,51.2667,22.7333
9815,50.006566666666664,21.917900000000003
3713,53.278549999999996,20.416449999999998
13433,50.9967,23.3432
5725,52.36769999999999,17.764833333333332
6194,51.2833,19.4
7606,52.2833,17.45
206,51.6678,18.1718
1439,52.41923333333333,16.5681
7322,51.27453333333333,18.325
3947,51.22665000000001,20.872774999999997
8282,52.2242,21.4284
8092,50.9332,17.107
7715,53.27866666666667,18.85513333333333
5092,51.8833,18.1167
3520,52.2636,20.004900000000003
11042,52.8157,18.3631
8738,52.3194,22.3289
90,51.044880000000006,20.344779999999997
6450,51.8595,20.0903
8919,53.1164,18.5244
2339,53.3022,14.7471
12724,53.2923,21.3475
9910,50.5142,17.281
9720,50.04085,18.405299999999997
361,51.7342,17.8512
6182,51.2017,16.2794625
5947,51.94616,17.912619999999997
3893,51.14836666666667,20.106
1047,51.178700000000006,16.911
3121,50.2682,19.38586666666667
