locId,latitude,longitude
12460,50.31305,19.76735
1181,51.8317,22.582
13035,51.301,16.1086
12895,50.5614,19.9083
11926,51.3202,21.5764
3079,50.96970000000001,18.737566666666666
3399,52.446600000000004,19.7623
12694,54.5831,16.856650000000002
10849,54.3792,17.1223
12125,50.6885,23.968
6,51.0716,20.508
2437,52.36376666666667,16.680733333333333
5007,51.9128,23.6025
1160,49.6023,20.6147
7030,51.6058,18.0637
3741,51.54675,20.973708333333338
8902,52.7833,22.55
7452,50.8125,19.3949
184,53.15,20.0333
1510,51.0808,22.6998
1831,50.9376,20.5346
6504,51.982,20.9492
8721,53.65425,20.794674999999998
3695,52.3833,16.8833
12478,49.98223333333333,22.747666666666664
11381,51.2,15.6167
10256,51.90636666666666,19.233199999999997
2808,50.470299999999995,19.484724999999997
1023,51.927033333333334,16.215166666666665
3192,52.391999999999996,16.636
10128,52.945800000000006,16.58715
2969,53.748850000000004,20.23395
